NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,Strawberry Alarm Clock,Incense And Peppermints -Incense And Peppermints,,,,122,1
BAGeL Radio,A,The Comsat Angels,Independence Day,,,,116,1
BAGeL Radio,A,Sink Tapes,Indicating Laughter,,,,68,1
BAGeL Radio,A,Sink Tapes,Indicating Laughter -Window Unit Blues,,,,168,1
BAGeL Radio,A,Five Pence Game,Infinity (For Chris Corner) feat. Pixalino,,,,393,4
BAGeL Radio,A,Infinity (single),Infinity (For Chris Corner) feat. Pixalino  - Five Pence Game,,,,479,3
BAGeL Radio,A,Five Pence Game,Infinity (For Chris Corner) feat. Pixalino -Infinity (single),,,,811,6
BAGeL Radio,A,The Orange Kyte,Infinity Rope,,,,105,1
BAGeL Radio,A,Jesus Jones,Info Freako,,,,219,2
BAGeL Radio,A,Jesus Jones,Info Freako -Liquidizer,,,,91,1
BAGeL Radio,A,Nots,Inherently Low,,,,84,1
BAGeL Radio,A,So So Glos,Inpatient,,,,118,1
BAGeL Radio,A,The Disgruntled Taxpayers,Insecure Men,,,,298,2
BAGeL Radio,A,The Disgruntled Taxpayers,Insecure Men -$5 Toaster,,,,276,2
BAGeL Radio,A,The Jesus & Mary Chain,Inside Me -Psychocandy,,,,87,1
BAGeL Radio,A,Setting Sun,Inside My Love,,,,92,1
BAGeL Radio,A,International Jetsetters,Inside Out,,,,99,1
BAGeL Radio,A,Ghost King,Inside Out -Melting Sky/Inside Out,,,,190,2
BAGeL Radio,A,Coin Opera,Insignificant Like Us -What Went Wrong With The Right,,,,126,1
BAGeL Radio,A,The Invisible Cities,Instaglo -Watertown,,,,44,1
BAGeL Radio,A,The Dead Milkmen,Instant Club Hit -Bucky Fellini,,,,92,1
BAGeL Radio,A,Moggs,Interglacial Marriages,,,,138,1
BAGeL Radio,A,Habitforming,Intermingle -CD Preview Vol 2,,,,76,1
BAGeL Radio,A,Clinic,Internal Wrangler -Internal Wrangler,,,,113,1
BAGeL Radio,A,Jesus Jones,International Bright Young Thing -Doubt,,,,151,1
BAGeL Radio,A,Ryan Auffenberg,Interstate,,,,99,1
BAGeL Radio,A,Siouxsie,Into A Swan,,,,63,1
BAGeL Radio,A,Siouxsie,Into A Swan -Mantaray,,,,127,1
BAGeL Radio,A,The Notwist,Into Another Tune -Close To The Glass,,,,136,1
BAGeL Radio,A,Jeremy Jay,Into The Groove -Through the Wilderness: a tribute to Madonna,,,,137,1
BAGeL Radio,A,Siouxsie & the Banshees,Into The Light,,,,125,1
BAGeL Radio,A,Loon Lake,Into The Office,,,,146,1
BAGeL Radio,A,Cartesian Jetstream,Invisible Ink -Ancestors,,,,183,1
BAGeL Radio,A,Exitmusic,Iowa (tedit) -The Recognitions,,,,245,2
BAGeL Radio,A,Twin Peaks,Irene,,,,90,1
BAGeL Radio,A,Caribou,Irene -Andorra,,,,108,1
BAGeL Radio,A,Grey Does Matter,Irregular Embraces,,,,102,1
BAGeL Radio,A,Fat White Family,Is It Raining in Your Mouth? -Champagne Holocaust,,,,77,1
BAGeL Radio,A,The Smiths,Is It Really So Strange?,,,,382,4
BAGeL Radio,A,The Smiths,Is It Really So Strange? -Louder Than Bombs,,,,110,1
BAGeL Radio,A,Pixies,Is She Weird,,,,129,1
BAGeL Radio,A,The Strokes,Is This It,,,,418,4
BAGeL Radio,A,The Strokes,Is This It -Is This It?,,,,155,1
BAGeL Radio,A,Clap Your Hands Say Yeah!,Is This Love? -Clap Your Hands Say Yeah!,,,,249,2
BAGeL Radio,A,Hot Hot Heat,Island Of The Honest Man -Elevator,,,,135,1
BAGeL Radio,A,Gang Of Four,Isle of Dogs -What Happens Next,,,,112,1
BAGeL Radio,A,Hope Sandoval And The Warm Inventions,Isn't It True -Until The Hunter,,,,99,1
BAGeL Radio,A,1000 Lights,Isolation Line -3NC [EP],,,,67,1
BAGeL Radio,A,Desmond Dekker & The Aces,Israelites,,,,142,1
BAGeL Radio,A,They Might Be Giants,Istanbul (Not Constantinople),,,,84,1
BAGeL Radio,A,Secret Colours,It Can't Be Simple,,,,137,1
BAGeL Radio,A,Peter Bjorn & John,It Don't Move Me,,,,117,1
BAGeL Radio,A,Minor Threat,It Follows,,,,260,2
BAGeL Radio,A,Gel Set,It Has Come to Our Attention,,,,128,1
BAGeL Radio,A,White Denim,It Might Get Dark,,,,95,1
BAGeL Radio,A,White Denim,It Might Get Dark -Performance,,,,125,1
BAGeL Radio,A,Los Trasgos Muertos,It Rises! -Eponymous EP,,,,150,1
BAGeL Radio,A,Pip Blom,It Should Have Been Fun,,,,641,6
BAGeL Radio,A,Welcome Break,It Should Have Been Fun  - Pip Blom,,,,495,3
BAGeL Radio,A,Pip Blom,It Should Have Been Fun -Welcome Break,,,,650,5
BAGeL Radio,A,...And You Will Know Us By The Trail Of Dead,It Was There That I Saw You,,,,121,1
BAGeL Radio,A,Casiotone For The Painfully Alone,It Wasn't The Same Somehow,,,,57,1
BAGeL Radio,A,Halou,It Will All Make Sense In The Morning,,,,183,1
BAGeL Radio,A,Redd Kross,It Won't Be Long -Teen Babes From Monsanto [EP],,,,416,3
BAGeL Radio,A,Chime School,It&#8217;s True,,,,815,8
BAGeL Radio,A,Chime School,It&#8217;s True  - Chime School,,,,406,3
BAGeL Radio,A,Chime School,It&#8217;s True -Chime School,,,,735,7
BAGeL Radio,A,The Cars,It's All I Can Do,,,,93,1
BAGeL Radio,A,Teenage Fanclub,It's All In My Mind,,,,98,1
BAGeL Radio,A,Death Valley Girls,It's All Really Kind of Amazing,,,,732,7
BAGeL Radio,A,It's All Really Kind of Amazing (single),It's All Really Kind of Amazing  - Death Valley Girls,,,,399,3
BAGeL Radio,A,Death Valley Girls,It's All Really Kind of Amazing -It's All Really Kind of Amazing (single),,,,985,8
BAGeL Radio,A,The Beatles,It's All Too Much -Yellow Submarine,,,,507,3
BAGeL Radio,A,Juliana Hatfield,It's Alright For You,,,,64,1
BAGeL Radio,A,Dutch Head,It's Complicated,,,,185,1
BAGeL Radio,A,Dutch Head,It's Complicated -The Music of Sound,,,,122,1
BAGeL Radio,A,The Ar-Kaics,It's Her Eyes,,,,440,3
BAGeL Radio,A,Medicine,It's Not Enough -To The Happy Few,,,,108,1
BAGeL Radio,A,Terry Malts,It's Not Me -Lost At The Party,,,,177,2
BAGeL Radio,A,Pet Sun,It's So Sweet,,,,173,1
BAGeL Radio,A,Juliana Hatfield,It's So Weird,,,,103,1
BAGeL Radio,A,Juliana Hatfield,It's So Weird -Weird,,,,122,1
BAGeL Radio,A,The Flaming Lips,It's Summertime,,,,100,1
BAGeL Radio,A,R.E.M.,It's The End Of The World As We Know It (And I Feel Fine) -Document,,,,123,1
BAGeL Radio,A,The Rentals,It's Time To Come Home -Lost in Alphaville,,,,86,1
BAGeL Radio,A,Flyying Colours,It's Tomorrow Now -Mindfullness,,,,191,2
BAGeL Radio,A,The Parrots,It's Too Late To Go To Bed,,,,823,8
BAGeL Radio,A,Dos,It's Too Late To Go To Bed  - The Parrots,,,,416,3
BAGeL Radio,A,The Parrots,It's Too Late To Go To Bed -Dos,,,,1050,8
BAGeL Radio,A,Atomic Bride,It's a Good Life,,,,145,1
BAGeL Radio,A,Chime School,It’s True,,,,728,8
BAGeL Radio,A,Chime School,It’s True  - Chime School,,,,377,3
BAGeL Radio,A,Chime School,It’s True -Chime School,,,,682,7
BAGeL Radio,A,The French Semester,Ivy Letters Upsetting The Norm -Good Friends Only I Can See,,,,115,1
BAGeL Radio,A,Potty Mouth,I’ve Got A Feeling -Saving For A Custom Van,,,,142,1
BAGeL Radio,A,Yellow Pills,J's Little Jam -Space Age Inferno,,,,112,1
BAGeL Radio,A,The Lower 48,Jack In The Pulpit -Hot Fool,,,,44,1
BAGeL Radio,A,The Horrors,Jack The Ripper -Strange House,,,,520,4
BAGeL Radio,A,Alone In My Home,Jack White-Lazaretto,,,,112,1
BAGeL Radio,A,Gap Dream,Jacky -This Is Gap Dream,,,,192,2
BAGeL Radio,A,Happy Damage,Jacuzzi Boys-Happy Damage (single),,,,64,1
BAGeL Radio,A,Hans Edler,Jag söker efter kärlek,,,,77,1
BAGeL Radio,A,Old 97's,Jagged -Fight Songs,,,,103,1
BAGeL Radio,A,Crocodiles,Jailbird -Dreamless,,,,95,1
BAGeL Radio,A,Diamond Sea,Jailbreaker Blues -Diamond Sea demo,,,,154,1
BAGeL Radio,A,No One's Leaving,Jane's Addiction-Ritual De Lo Habitual,,,,113,1
BAGeL Radio,A,Birdmonster,Janine,,,,98,1
BAGeL Radio,A,Robbers On High Street,Japanese Girls -Tree City,,,,90,1
BAGeL Radio,A,Faux Canada,Japanese Shoes,,,,120,1
BAGeL Radio,A,Faux Canada,Japanese Shoes -Exploding Secret Laughter,,,,134,1
BAGeL Radio,A,Mattiel,Je Ne Me Connais Pas -Satis Factory,,,,182,2
BAGeL Radio,A,Heartless Bastards,Jean Genie -A Salute To The Thin White Duke &#8211; The Songs Of David Bowie,,,,133,1
BAGeL Radio,A,Heartless Bastards,Jean Genie -A Salute To The Thin White Duke – The Songs Of David Bowie,,,,112,1
BAGeL Radio,A,The Trolleyvox,Jean Jacket -Your Secret Safe,,,,105,1
BAGeL Radio,A,The Motion Sick,Jean-Paul,,,,90,1
BAGeL Radio,A,Marc Bolan & T.Rex,Jeepster -Electric Warrior,,,,574,4
BAGeL Radio,A,The High Water Marks,Jenny,,,,1135,11
BAGeL Radio,A,Proclaimer of Things,Jenny  - The High Water Marks,,,,435,3
BAGeL Radio,A,The High Water Marks,Jenny -Proclaimer of Things,,,,1102,9
BAGeL Radio,A,Rilo Kiley,"Jenny, You're Barely Alive -Saddle Creek 50 (Disc 1)",,,,176,1
BAGeL Radio,A,Dimes,Jersey Kid -The Silent Generation,,,,180,1
BAGeL Radio,A,The Fall,Jerusalem,,,,120,1
BAGeL Radio,A,Nick Cave & The Bad Seeds,Jesus Alone -Skeleton Tree,,,,230,2
BAGeL Radio,A,Screaming Blue Messiahs,Jesus Chrysler Drives A Dodge,,,,105,1
BAGeL Radio,A,Nirvana,Jesus Doesn't Want Me For A Sunbeam,,,,71,1
BAGeL Radio,A,The Shamen,Jesus Loves Amerika -In Gorbachev We Trust,,,,103,1
BAGeL Radio,A,Soulsavers,Jesus Of Nothing,,,,62,1
BAGeL Radio,A,Soulsavers,"Jesus Of Nothing -It's Not How Far You Fall, It's The Way You Land",,,,114,1
BAGeL Radio,A,Priests,Jesus' Son,,,,132,1
BAGeL Radio,A,Priests,Jesus' Son -The Seduction Of Kansas,,,,122,1
BAGeL Radio,A,Damaged Bug,Jet In Jungle -Cold Hot Plumbs,,,,82,1
BAGeL Radio,A,Plague Vendor,Jezebel,,,,192,1
BAGeL Radio,A,Redd Kross,Jimmy's Fantasy -Phaseshifter,,,,133,1
BAGeL Radio,A,Inspiral Carpets,Joe,,,,395,3
BAGeL Radio,A,Iggy And The Stooges,Johanna -Kill City,,,,117,1
BAGeL Radio,A,Depeche Mode,John The Revelator -Playing The Angel,,,,85,1
BAGeL Radio,A,Sofi Tukker,Johnny,,,,132,1
BAGeL Radio,A,Basement Revolver,Johnny Pt. 2,,,,98,1
BAGeL Radio,A,Basement Revolver,Johnny Pt. 2 -Heavy Eyes,,,,172,1
BAGeL Radio,A,Shearwater,Johnny Viola -Palo Santo,,,,103,1
BAGeL Radio,A,Chastity Belt,Joke -Time to Go Home,,,,157,1
BAGeL Radio,A,The White Stripes,Jolene,,,,131,1
BAGeL Radio,A,The White Stripes,Jolene -B-Sides,,,,97,1
BAGeL Radio,A,Guided By Voices,Jon the Croc,,,,135,1
BAGeL Radio,A,Redd Kross,Jone Hoople -Beyond The Door,,,,176,1
BAGeL Radio,A,Juliana Hatfield & Tanya Donelly,Josie And The Pussycats,,,,129,1
BAGeL Radio,A,Head On (Radio Edit),José González-Local Valley,,,,79,1
BAGeL Radio,A,Valle Local,José González-Local Valley,,,,424,5
BAGeL Radio,A,Middle Distance Runner,Joyful Noise -The Sun & Earth,,,,99,1
BAGeL Radio,A,We Are Augustines,Juarez -We Are Augustines,,,,150,1
BAGeL Radio,A,Nap Eyes,Judgement,,,,136,1
BAGeL Radio,A,Arp,Judy Nylon -More,,,,80,1
BAGeL Radio,A,Do This To Me,"Julia Bardo-Bauhaus, L'Appartamento",,,,90,1
BAGeL Radio,A,Wolf Parade,Julia Take Your Man Home,,,,121,1
BAGeL Radio,A,The Beths,Jump Rope Gazers,,,,91,1
BAGeL Radio,A,Motörhead,Jumpin' Jack Flash -Under Cöver,,,,203,1
BAGeL Radio,A,Crocodiles,Jumping On Angels,,,,162,1
BAGeL Radio,A,Crocodiles,Jumping On Angels -Dreamless,,,,222,2
BAGeL Radio,A,The Clash,Junco Partner -Sandinista! (Disc 1 of 2),,,,108,1
BAGeL Radio,A,Protomartyr,June 21,,,,98,1
BAGeL Radio,A,Emma Louise,Jungle,,,,143,1
BAGeL Radio,A,So Clear,Junip-Junip,,,,126,1
BAGeL Radio,A,Radiohead,Just,,,,54,1
BAGeL Radio,A,Jaill,Just A Lovely Day,,,,77,1
BAGeL Radio,A,Gnarls Barkley,Just A Thought,,,,114,1
BAGeL Radio,A,North Elementary,Just Another Sin,,,,99,1
BAGeL Radio,A,Bloodshot Bill,Just Because,,,,112,1
BAGeL Radio,A,Bloodshot Bill,Just Because -Come Get Your Love Right Now,,,,88,1
BAGeL Radio,A,Depeche Mode,Just Can't Get Enough,,,,55,1
BAGeL Radio,A,Black Belt Eagle Scout,Just Lie Down,,,,97,1
BAGeL Radio,A,The Cure,Just Like Heaven,,,,165,1
BAGeL Radio,A,The Cure,"Just Like Heaven -Kiss Me, Kiss Me, Kiss Me",,,,87,1
BAGeL Radio,A,Augie March,"Just Passing Through -Moo, You Bloody Choir",,,,117,1
BAGeL Radio,A,Jackie Zealous,Just You -Psychic Data,,,,74,1
BAGeL Radio,A,Music For Animals,Justine -Music For Animals,,,,178,1
BAGeL Radio,A,Heartsrevolution,KISS,,,,170,1
BAGeL Radio,A,The Almighty Rhombus,Kamikaze,,,,140,1
BAGeL Radio,A,Heaters,Kamikaze -Holy Water Pool,,,,382,3
BAGeL Radio,A,PVT,Kangaroo,,,,176,1
BAGeL Radio,A,The Ferocious Few,Kathleen,,,,88,1
BAGeL Radio,A,Hooton Tennis Club,Kathleen Sat On The Arm Of Her Favourite Chair,,,,111,1
BAGeL Radio,A,T.H. White,Katie Starr Of Silver,,,,73,1
BAGeL Radio,A,T.H. White,Katie Starr Of Silver -The Private Spotlight,,,,114,1
BAGeL Radio,A,Hooton Tennis Club,Katy-Anne Bellis -Big Box Of Chocolates,,,,85,1
BAGeL Radio,A,Il Abanico,Keep Calling -Crossing Colors,,,,95,1
BAGeL Radio,A,Pip Blom,Keep It Together,,,,442,4
BAGeL Radio,A,Welcome Break,Keep It Together  - Pip Blom,,,,469,3
BAGeL Radio,A,Pip Blom,Keep It Together -Welcome Break,,,,669,6
BAGeL Radio,A,Moaning,Keep Out -Uneasy Laughter,,,,193,1
BAGeL Radio,A,The Chats,Keep The Grubs Out,,,,169,2
BAGeL Radio,A,The Chats,Keep The Grubs Out -High Risk Behavior,,,,251,2
BAGeL Radio,A,The Sounds Unlimited,Keep Your Hands Off Of It,,,,134,1
BAGeL Radio,A,clintongore,Keep in Mind,,,,144,1
BAGeL Radio,A,Kelley Stoltz,Keeping the Flame,,,,381,3
BAGeL Radio,A,Crossed Mind Blues,Kelley Stoltz-In Triangle Time,,,,102,1
BAGeL Radio,A,American Wrestlers,Kelly,,,,108,1
BAGeL Radio,A,The Wedding Present,Kennedy -Bizarro,,,,134,1
BAGeL Radio,A,Crystal Castles,Kerosene,,,,57,1
BAGeL Radio,A,Herman Jolly,Key On A Kite,,,,72,1
BAGeL Radio,A,CLAMM,Keystone Pols,,,,194,1
BAGeL Radio,A,Adam & The Ants,Kick,,,,59,1
BAGeL Radio,A,Bauhaus,Kick In The Eye,,,,107,1
BAGeL Radio,A,The Electric Soft Parade,Kick In The Teeth,,,,80,1
BAGeL Radio,A,Gliss,Kick in Your Heart,,,,108,1
BAGeL Radio,A,The King of Rocksprings,Kicking Dogs / Throwing Phones -The Milkman vs. the Postman Problem,,,,101,1
BAGeL Radio,A,The Rollo Treadway,Kidnapped,,,,96,1
BAGeL Radio,A,Diarrhea Planet,Kids -I'm Rich Beyond Your Wildest Dreams,,,,192,1
BAGeL Radio,A,L.A. Witch,Kill My Baby Tonight,,,,177,1
BAGeL Radio,A,Ned's Atomic Dustbin,Kill Your Television -God Fodder,,,,79,1
BAGeL Radio,A,The Coathangers,Killdozer -Scramble,,,,95,1
BAGeL Radio,A,Honeyblood,Killer Bangs,,,,75,1
BAGeL Radio,A,MC 900 Ft Jesus,Killer Inside Me,,,,113,1
BAGeL Radio,A,MC 900 Ft Jesus,Killer Inside Me -Welcome To My Dream,,,,244,2
BAGeL Radio,A,Queen,Killer Queen,,,,78,1
BAGeL Radio,A,Downtown Harvest,Killer Queen Bee,,,,203,1
BAGeL Radio,A,Delicate Flowers,Killer They Send,,,,133,1
BAGeL Radio,A,Wussy,Killer Trees,,,,63,1
BAGeL Radio,A,Wussy,Killer Trees -Left For Dead,,,,131,1
BAGeL Radio,A,The Raveonettes,Killer in the Streets -Pe'ahi,,,,150,1
BAGeL Radio,A,Sabrosa Purr,Killing The Aries,,,,55,1
BAGeL Radio,A,Kristin Hersh,Killing Two Birds,,,,126,1
BAGeL Radio,A,Kristin Hersh,Killing Two Birds -Wyatt at the Coyote Palace,,,,197,2
BAGeL Radio,A,The King Khan & BBQ Show,Killing the Wolfman,,,,192,2
BAGeL Radio,A,Kelley Stoltz,Kim Chee Taco Man -Double Exposure,,,,110,1
BAGeL Radio,A,LNZNDRF,Kind Things,,,,58,1
BAGeL Radio,A,Nine Inch Nails,Kinda I Want To,,,,316,2
BAGeL Radio,A,Guided By Voices,King 007,,,,98,1
BAGeL Radio,A,SWIIIM,King of Venice,,,,83,1
BAGeL Radio,A,SWIIIM,King of Venice -Cellophane Castle,,,,132,1
BAGeL Radio,A,Vertical Scratchers,Kingdom Come,,,,55,1
BAGeL Radio,A,"The Good, The Bad & The Queen","Kingdom Of Doom -The Good, The Bad & The Queen",,,,159,1
BAGeL Radio,A,Soulsavers,"Kingdoms Of Rain -It's Not How Far You Fall, It's The Way You Land",,,,120,1
BAGeL Radio,A,Meatbodies,Kings,,,,144,1
BAGeL Radio,A,Magenta Skycode,Kipling -Relief,,,,160,1
BAGeL Radio,A,Prince,Kiss,,,,209,1
BAGeL Radio,A,Generation X,Kiss Me Deadly,,,,157,1
BAGeL Radio,A,Richie And The Curious Proclivities,Kiss My Ass -5 Songs In G,,,,138,1
BAGeL Radio,A,Leslie,Kiwi Jr.-Football Money,,,,66,1
BAGeL Radio,A,Big Star,Kizza Me,,,,92,1
BAGeL Radio,A,Little Dragon,Klapp Klapp,,,,87,1
BAGeL Radio,A,Sleep Well,Klubber Lang-Sleep Well,,,,603,5
BAGeL Radio,A,Guy Blakeslee,Kneel & Pray -Ophelia Slowly,,,,202,1
BAGeL Radio,A,Bodega,Knife On The Platter -Shiny New Model [EP],,,,158,1
BAGeL Radio,A,Lily Allen,Knock 'Em Out -Alright Still,,,,197,1
BAGeL Radio,A,Shannon And The Clams,Knock 'em Dead,,,,260,3
BAGeL Radio,A,Spoon,Knock Knock Knock -They Want My Soul,,,,193,1
BAGeL Radio,A,The Multiple Cat,"Know Past, Know Future -The Return Of The Multiple Cat",,,,274,2
BAGeL Radio,A,Material Support,Know Your Rights,,,,107,1
BAGeL Radio,A,The Forms,Knowledge In Hand -The Forms,,,,118,1
BAGeL Radio,A,Heaven For Real,Known Steps In Directions Unknown -Kill Your Memory,,,,230,2
BAGeL Radio,A,The Notwist,Kong -Close To The Glass,,,,84,1
BAGeL Radio,A,Robyn,Konichiwa Bitches -Robyn,,,,102,1
BAGeL Radio,A,The Donkeys,Kool Kids (tedit),,,,121,1
BAGeL Radio,A,etti/etta,Korah Rd -Refrains,,,,115,1
BAGeL Radio,A,Melissa Laveaux,Kouzen,,,,105,1
BAGeL Radio,A,Soulwax,KracK -Any Minute Now,,,,176,1
BAGeL Radio,A,Pocket Calculator,Kraftwerk-Computer World,,,,110,1
BAGeL Radio,A,Art Brut,Kultfigur -Wham! Bang! Pow! Let's Rock Out!,,,,78,1
BAGeL Radio,A,Stereo Total,Kusse Aus Der Holle Der Musik,,,,63,1
BAGeL Radio,A,Sports Team,Kutcher,,,,69,1
BAGeL Radio,A,Sports Team,Kutcher -Deep Down Happy,,,,341,2
BAGeL Radio,A,Crystal Beach,Kutosis-Dream It Away,,,,233,2
BAGeL Radio,A,DTCV,L'Accord Parfait -Confusion Moderne,,,,86,1
BAGeL Radio,A,The Albertans,L-Friend -Dangerous Anything,,,,102,1
BAGeL Radio,A,oh baby,LCD Soundsystem-american dream,,,,520,5
BAGeL Radio,A,Fidlar,LDA,,,,143,1
BAGeL Radio,A,Cure-All,LKFFCT-The Flower Investment Pawn,,,,82,1
BAGeL Radio,A,Jeffrey Lewis & The Voltage,LPs,,,,74,1
BAGeL Radio,A,Jeffrey Lewis & The Voltage,LPs -Bad Wiring,,,,131,1
BAGeL Radio,A,Smile Brigade,LWB,,,,99,1
BAGeL Radio,A,Smile Brigade,LWB -Take The Precious Edge Off This Treacherous Ledge,,,,113,1
BAGeL Radio,A,Kid Congo & The Pink Monkey Birds,La Araña -La Araña Es La Vida,,,,174,2
BAGeL Radio,A,Simian,La Breeze (radio edit) -La Breeze (promo single),,,,112,1
BAGeL Radio,A,Malajube,La Monogamie -Trompe-L'oeil,,,,192,1
BAGeL Radio,A,Mates Of State,La'hov,,,,147,1
BAGeL Radio,A,Squeeze,Labelled with Love,,,,398,4
BAGeL Radio,A,Squeeze,Labelled with Love -East Side Story,,,,154,1
BAGeL Radio,A,The Big Sleep,Ladders -Nature Experiments,,,,113,1
BAGeL Radio,A,Rogue Wave,Lake Michigan -Asleep At Heaven's Gate,,,,173,1
BAGeL Radio,A,Meat Puppets,Lake Of Fire,,,,134,1
BAGeL Radio,A,Deeper,Lake Song -Auto-Pain,,,,248,2
BAGeL Radio,A,Lukestar,Lake Toba,,,,105,1
BAGeL Radio,A,Lala Lala,Lala Lala - ,,,,75,1
BAGeL Radio,A,Color Of The Pool,Lala Lala-I Want The Door To Open,,,,431,4
BAGeL Radio,A,Prove It,Lala Lala-I Want The Door To Open,,,,391,5
BAGeL Radio,A,Modest Mouse,Lampshades On Fire -Lampshades On Fire,,,,113,1
BAGeL Radio,A,Novella,Land Gone,,,,269,2
BAGeL Radio,A,Elephant Stone,Land of Dead,,,,42,1
BAGeL Radio,A,Elephant Stone,Land of Dead -Hollow,,,,78,1
BAGeL Radio,A,Tours,Language School -Language School b/w Foreign Girls,,,,119,1
BAGeL Radio,A,Midnight Juggernauts,Lara Versus The Savage Pack,,,,151,1
BAGeL Radio,A,Buffalo Tom,Larry,,,,57,1
BAGeL Radio,A,Christa,Las Rosas-Shadow by Your Side,,,,494,4
BAGeL Radio,A,Rey Pila,Lash Out -Velox Veritas,,,,280,2
BAGeL Radio,A,The Kills,Last Day Of Magic,,,,69,1
BAGeL Radio,A,Jeff Buckley,Last Goodbye -So Real,,,,127,1
BAGeL Radio,A,The Explorer's Club,Last Kiss,,,,96,1
BAGeL Radio,A,The Strokes,Last Night,,,,185,2
BAGeL Radio,A,The Strokes,Last Night -Is This It?,,,,163,1
BAGeL Radio,A,Wild Beasts,Last Night All My Dreams Came True -Punk Drunk & Trembling [EP],,,,155,1
BAGeL Radio,A,LackThereof,Last November -Your Anchor,,,,85,1
BAGeL Radio,A,Coriky,Last Thing -Coriky,,,,148,1
BAGeL Radio,A,The Morning Benders,Last Today,,,,118,1
BAGeL Radio,A,Amores Vigilantes,Last Tribute to Love,,,,155,1
BAGeL Radio,A,We Who Are,Last Trip,,,,380,3
BAGeL Radio,A,Bloody Mary Me Marie,Latvian Radio-Phooey!,,,,464,5
BAGeL Radio,A,Sliding Down A Ladder,Latvian Radio-Phooey!,,,,216,2
BAGeL Radio,A,1986,Laughing,,,,159,1
BAGeL Radio,A,Amyl and The Sniffers,Laughing,,,,934,8
BAGeL Radio,A,Comfort To Me,Laughing  - Amyl and The Sniffers,,,,367,3
BAGeL Radio,A,Amyl and The Sniffers,Laughing -Comfort To Me,,,,866,7
BAGeL Radio,A,Switches,Lay Down The Law -We Are Switches EP,,,,132,1
BAGeL Radio,A,Jesse Woods,Lazerburn -Get Your Burdens Lifted,,,,204,2
BAGeL Radio,A,Silversun Pickups,Lazy Eye,,,,130,1
BAGeL Radio,A,The Futureheads,Le Garage -The Futureheads,,,,90,1
BAGeL Radio,A,Nous Non Plus,Le Menteur,,,,114,1
BAGeL Radio,A,Elbow,Leaders Of The Free World -Leaders Of The Free World,,,,201,1
BAGeL Radio,A,José González,Leaf Off / The Cave [Radio Edit] -Vestiges & Claws,,,,141,1
BAGeL Radio,A,The Things of Youth,Lean On It,,,,57,1
BAGeL Radio,A,The Things of Youth,Lean On It -Volume One,,,,108,1
BAGeL Radio,A,Chad VanGaalen,Leaning On Bells,,,,98,1
BAGeL Radio,A,Perfume Genius,Learning -Learning,,,,54,1
BAGeL Radio,A,Purling Hiss,Learning Slowly,,,,89,1
BAGeL Radio,A,Sea Wolf,Leaves In The River -Leaves In The River,,,,176,1
BAGeL Radio,A,Holiday Ghosts,Leaving Today -North Street Air,,,,84,1
BAGeL Radio,A,Trampled Under Foot,Led Zeppelin-Physical Graffiti (Disc 1),,,,112,1
BAGeL Radio,A,alt-J,Left Hand Free,,,,151,1
BAGeL Radio,A,Curve,Left Of Mother -Cuckoo,,,,184,1
BAGeL Radio,A,The Front Bottoms,Legit Tattoo Gun -The Front Bottoms,,,,144,1
BAGeL Radio,A,Priests,Lelia 20 -Nothing Feels Natural,,,,55,1
BAGeL Radio,A,Ormonde,Lemon Incest -Machine,,,,121,1
BAGeL Radio,A,Galore,Lemon Tea,,,,54,1
BAGeL Radio,A,Galore,Lemon Tea -Galore,,,,149,1
BAGeL Radio,A,Rivers Cuomo,Lemonade -Alone: The Home Recordings,,,,100,1
BAGeL Radio,A,Interpol,Length Of Love,,,,105,1
BAGeL Radio,A,Soft Metals,Lenses,,,,310,2
BAGeL Radio,A,Stockholm Death Star,Les Big Byrd-Stockholm Death Star,,,,92,1
BAGeL Radio,A,Les Sans Culottes,Les Enfants Terribles -Le Weekender,,,,89,1
BAGeL Radio,A,Football Money,Leslie  - Kiwi Jr.,,,,527,4
BAGeL Radio,A,Kiwi Jr.,Leslie -Football Money,,,,144,1
BAGeL Radio,A,Werewolf Diskdrive,Less Polite,,,,56,1
BAGeL Radio,A,The Chameleons,Less Than Human,,,,332,2
BAGeL Radio,A,Viva Voce,Lesson No. 1,,,,90,1
BAGeL Radio,A,Francis of Delirium,Let It All Go -Wading [EP],,,,166,1
BAGeL Radio,A,Milburn,Let Me Go,,,,64,1
BAGeL Radio,A,Young Rival,Let Me Go On,,,,112,1
BAGeL Radio,A,Young Rival,Let Me Go On -Strange Light,,,,107,1
BAGeL Radio,A,Warm Ghost,Let My Angst Unfold In The Water Like A Hound's Tongue,,,,72,1
BAGeL Radio,A,Pete Townsend,Let My Love Open The Door,,,,172,1
BAGeL Radio,A,The Little Ones,Let Them Ring The Bells -Sing Song EP,,,,139,1
BAGeL Radio,A,The Orielles,Let Your Dog Tooth Grow,,,,96,1
BAGeL Radio,A,Mission Of Burma,Let Yourself Go -The Obliterati,,,,169,1
BAGeL Radio,A,TV On the Radio,Let the Devil In,,,,126,1
