NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,Deerhoof,Let&#8217;s Dance the Jet -Deerhoof vs. Evil,,,,143,1
BAGeL Radio,A,International Exiles,Let's Be Sophisticated -Can't Stop It! II &#8211; Australian Post-Punk 1979-84,,,,147,1
BAGeL Radio,A,International Exiles,Let's Be Sophisticated -Can't Stop It! II – Australian Post-Punk 1979-84,,,,130,1
BAGeL Radio,A,The Parrots,Let's Do It Again -Los Niños Sin Miedo,,,,197,2
BAGeL Radio,A,Einstu&#776;rzende Neubauten,Let's Do It Dada -Alles wieder offen,,,,105,1
BAGeL Radio,A,Einstürzende Neubauten,Let's Do It Dada -Alles wieder offen,,,,86,1
BAGeL Radio,A,We Know Mason,Let's Get Out Of Our Heads Now,,,,216,1
BAGeL Radio,A,The Cars,Let's Go -Candy-O,,,,253,2
BAGeL Radio,A,Kelley Stoltz,Let's Go Out Tonight,,,,98,1
BAGeL Radio,A,The Drums,Let's Go Surfing -Summertime!,,,,85,1
BAGeL Radio,A,The Cure,Let's Go To Bed,,,,101,1
BAGeL Radio,A,Cansei de Ser Sexy,Let's Make Love And Listen Death From Above -Cansei de Ser Sexy,,,,179,1
BAGeL Radio,A,ImaRobot,Let's Talk Turkey -ImaRobot (Advance),,,,102,1
BAGeL Radio,A,Deerhoof,Let’s Dance the Jet -Deerhoof vs. Evil,,,,130,1
BAGeL Radio,A,Massage,Liar -Oh Boy,,,,103,1
BAGeL Radio,A,-  The Apple DropSekwar ,Liars,,,,129,1
BAGeL Radio,A,Sekwar,Liars-The Apple Drop,,,,583,6
BAGeL Radio,A,Brats,Liars-WIXIW,,,,72,1
BAGeL Radio,A,Fontaines D.C.,Liberty Belle,,,,300,2
BAGeL Radio,A,Fontaines D.C.,Liberty Belle -Dogrel,,,,274,2
BAGeL Radio,A,Zola Jesus,Lick The Palm Of The Burning Handshake -Conatus,,,,146,1
BAGeL Radio,A,Tom Waits,Lie To Me,,,,138,1
BAGeL Radio,A,The Grates,Lies Are Much More Fun,,,,125,1
BAGeL Radio,A,The Happy Hollows,Lieutenant -Spells,,,,198,1
BAGeL Radio,A,...And You Will Know Us By The Trail Of Dead,Life,,,,144,1
BAGeL Radio,A,Bob Mould,Life And Times,,,,76,1
BAGeL Radio,A,The Dream Academy,Life In A Northern Town,,,,133,1
BAGeL Radio,A,Built To Spill,Life In Vain -Plays the Songs of Daniel Johnston,,,,80,1
BAGeL Radio,A,UV Race,Life Park -Racism,,,,164,1
BAGeL Radio,A,Car Seat Headrest,Life Worth Missing -Making A Door Less Open,,,,181,1
BAGeL Radio,A,Elf Power,Lift the Shell -Sunlight on the Moon,,,,103,1
BAGeL Radio,A,Akron/Family,Light Emerges,,,,89,1
BAGeL Radio,A,McLusky,Lightsabre Cocksucking Blues -Mcluskyism: A Sides,,,,78,1
BAGeL Radio,A,I Am Who I Think You Think I Am,Liily-TV or Not TV,,,,515,5
BAGeL Radio,A,TV or Not TV,Liily-TV or Not TV,,,,518,5
BAGeL Radio,A,Statuesque,Like A Statue,,,,97,1
BAGeL Radio,A,The Whigs,Like A Vibration -Mission Control,,,,162,1
BAGeL Radio,A,Architecture In Helsinki,Like It Or Not (Version 2),,,,91,1
BAGeL Radio,A,Radiohead,Like Spinning Plates ('Why Us?' Version),,,,996,8
BAGeL Radio,A,Kid Amnesiae,Like Spinning Plates ('Why Us?' Version)  - Radiohead,,,,442,3
BAGeL Radio,A,Radiohead,Like Spinning Plates ('Why Us?' Version) -Kid Amnesiae,,,,948,7
BAGeL Radio,A,Styrofoam,Lil White Boy (Featuring Josh Rouse) -A Thousand Words,,,,136,1
BAGeL Radio,A,Waxahatchee,Lilacs -Saint Cloud,,,,202,1
BAGeL Radio,A,Dang Cle&#772;ts,Lines,,,,125,1
BAGeL Radio,A,Dang Clēts,Lines,,,,111,1
BAGeL Radio,A,Mush,Lines Redacted -Lines Redacted,,,,123,1
BAGeL Radio,A,The Duke Spirit,Lion RIP -Cuts Across The Land,,,,139,1
BAGeL Radio,A,Tones On Tail,Lions,,,,452,5
BAGeL Radio,A,Tones On Tail,Lions -Night Music,,,,138,1
BAGeL Radio,A,Echo & the Bunnymen,Lips Like Sugar -Echo & The Bunnymen,,,,115,1
BAGeL Radio,A,POW!,Liquid Daydream -Fight Fire,,,,89,1
BAGeL Radio,A,Iguana Death Cult,Liquify,,,,71,1
BAGeL Radio,A,The Kills,List of Demands (Reparations) -List of Demands (Reparations) [single],,,,132,1
BAGeL Radio,A,Saul Williams,List of Demands(Reparations),,,,64,1
BAGeL Radio,A,SAVAK,Listening -Rotting Teeth In The Horse's Mouth,,,,143,1
BAGeL Radio,A,The National,Lit Up,,,,312,2
BAGeL Radio,A,The National,Lit Up -Alligator,,,,105,1
BAGeL Radio,A,Nirvana,Lithium,,,,94,1
BAGeL Radio,A,Nirvana,Lithium -Nevermind,,,,128,1
BAGeL Radio,A,Lykke Li,Little Bit -Youth Novels,,,,92,1
BAGeL Radio,A,The Orange Kyte,Little Death Balloon -Carousel,,,,198,2
BAGeL Radio,A,The Ponys,Little Friends,,,,189,1
BAGeL Radio,A,Death From Above 1979,Little Girl -You're A Woman I'm A Machine,,,,115,1
BAGeL Radio,A,Bob Mould,Little Glass Pill -Beauty & Ruin,,,,94,1
BAGeL Radio,A,Clap Your Hands Say Yeah,Little Moments,,,,171,1
BAGeL Radio,A,Rose Kemp,Little One,,,,90,1
BAGeL Radio,A,Pas/Cal,Little Red Radio,,,,96,1
BAGeL Radio,A,Death Cab For Cutie,Little Wanderer -Kintsugi,,,,151,1
BAGeL Radio,A,Oasis,Live Forever,,,,59,1
BAGeL Radio,A,Drab City,Live Free And Die When It's Cool -Good Songs For Bad People,,,,182,1
BAGeL Radio,A,1000 Lights,Live Like Other People,,,,131,1
BAGeL Radio,A,The Henchmen,Livin',,,,138,1
BAGeL Radio,A,Bad Sports,Living With Secrets,,,,128,1
BAGeL Radio,A,Bad Sports,Living With Secrets -Constant Stimulation,,,,97,1
BAGeL Radio,A,Future Bible Heroes,"Living, Loving, Partygoing",,,,99,1
BAGeL Radio,A,Primal Scream,"Loaded (7\"" Version) -Loaded (single)",,,,113,1
BAGeL Radio,A,Andre Obin,Loaded Soul -Ways Of Escape,,,,161,1
BAGeL Radio,A,No Age,Lock Box -An Object,,,,177,2
BAGeL Radio,A,Big Jesus,Lock and Key -Oneiric,,,,107,1
BAGeL Radio,A,Cuneiform,Logic,,,,1214,10
BAGeL Radio,A,Reverse,Logic  - Cuneiform,,,,389,3
BAGeL Radio,A,Cuneiform,Logic -Reverse,,,,1139,10
BAGeL Radio,A,The Kinks,"Lola -Lola Versus Powerman and the Moneygoround, Part One",,,,169,1
BAGeL Radio,A,Alvvays,Lollipop (Ode To Jim) -Antisocialites,,,,133,1
BAGeL Radio,A,The Smiths,London,,,,163,1
BAGeL Radio,A,The Bubble Puppy,Lonely -A Gathering of Promises,,,,576,4
BAGeL Radio,A,The Umbrellas,Lonely -The Umbrellas,,,,171,2
BAGeL Radio,A,Jack Shirt,Lonely Way To Celebrate -Jack Shirt,,,,95,1
BAGeL Radio,A,Cold War Kids,Loner Phase,,,,67,1
BAGeL Radio,A,Women Of The Night,Lonesome Love,,,,833,8
BAGeL Radio,A,Women Of The Night,Lonesome Love -Sub Rosa,,,,1035,8
BAGeL Radio,A,Ranch Ghost,Long Hand,,,,61,1
BAGeL Radio,A,Ranch Ghost,Long Hand -Lookin,,,,621,5
BAGeL Radio,A,Flyying Colours,Long Holiday -Mindfullness,,,,105,1
BAGeL Radio,A,Pixies,Long Rider -Beneath the Eyrie,,,,106,1
BAGeL Radio,A,We Were Pirates,Long Year,,,,107,1
BAGeL Radio,A,Mattiel,Looking Down The Barrel Of A Gun,,,,166,2
BAGeL Radio,A,Mattiel,Looking Down The Barrel Of A Gun -Double Cover,,,,163,1
BAGeL Radio,A,My Bloody Valentine,Loomer -Loveless,,,,95,1
BAGeL Radio,A,Ausmuteants,Looney Bin,,,,182,1
BAGeL Radio,A,The Walkmen,Loop De Loop,,,,108,1
BAGeL Radio,A,The Stooges,Loose,,,,415,3
BAGeL Radio,A,The Presidents Of The United States Of America,Loose Balloon,,,,106,1
BAGeL Radio,A,Jagwar Ma,Loose Ends -Every Now And Then,,,,203,2
BAGeL Radio,A,Kimya Dawson,Loose Lips -Juno,,,,162,1
BAGeL Radio,A,Iguana Death Cult,Lorraine,,,,348,4
BAGeL Radio,A,Iguana Death Cult,Lorraine -Nude Casino,,,,102,1
BAGeL Radio,A,Melenas,Los Alemanes,,,,129,1
BAGeL Radio,A,Peach Kelli Pop,Los Angeles -Which Witch [EP],,,,112,1
BAGeL Radio,A,Noi Vogliamo,Los Blancos-Detholiad O Ganeuon Traddodiadol Cymreig [EP],,,,474,5
BAGeL Radio,A,So Many Wizards,Lose Your Mind -Warm Nothing,,,,85,1
BAGeL Radio,A,Gift Wrap,Losing Count,,,,103,1
BAGeL Radio,A,Gift Wrap,Losing Count -Losing Count,,,,110,1
BAGeL Radio,A,LCD Soundsystem,Losing My Edge,,,,151,1
BAGeL Radio,A,Alex the Astronaut,Lost,,,,114,1
BAGeL Radio,A,The Mary Onettes,Lost,,,,80,1
BAGeL Radio,A,The Mary Onettes,Lost -The Mary Onettes,,,,109,1
BAGeL Radio,A,Ola Podrida,Lost And Found -Ola Podrida,,,,96,1
BAGeL Radio,A,Las Rosas,Lost Cat,,,,100,1
BAGeL Radio,A,The Persian Leaps,Lost Cause,,,,78,1
BAGeL Radio,A,Surfbort,Lot Lizard 93,,,,639,5
BAGeL Radio,A,Keep on Truckin',Lot Lizard 93  - Surfbort,,,,394,3
BAGeL Radio,A,Surfbort,Lot Lizard 93 -Keep on Truckin',,,,629,6
BAGeL Radio,A,Lewis Del Mar,Loud(y),,,,168,1
BAGeL Radio,A,Lewis Del Mar,Loud(y) -Lewis Del Mar,,,,213,2
BAGeL Radio,A,The Ghost Is Dancing,Louis Riel -Battles On,,,,90,1
BAGeL Radio,A,Louis XIV,Louis XIV,,,,89,1
BAGeL Radio,A,The Walkmen,Louisiana,,,,103,1
BAGeL Radio,A,La Panther Happens,Love & Light -For The Night Crawlers,,,,272,2
BAGeL Radio,A,Pill,Love & Other Liquids,,,,171,1
BAGeL Radio,A,Pill,Love & Other Liquids -Convenience ,,,,120,1
BAGeL Radio,A,Black Rebel Motorcycle Club,Love Burns,,,,123,1
BAGeL Radio,A,Nirvana,Love Buzz,,,,132,1
BAGeL Radio,A,Sebastien Grainger,Love Can Be So Mean,,,,96,1
BAGeL Radio,A,Cold Cave,Love Comes Close -Love Comes Close,,,,104,1
BAGeL Radio,A,The Black,Love Don't Need A Reason,,,,133,1
BAGeL Radio,A,Elvis Costello & The Attractions,Love For Tender -Get Happy!!,,,,98,1
BAGeL Radio,A,Ty Segall,Love Fuzz -Twins,,,,500,4
BAGeL Radio,A,The Raveonettes,Love In A Trashcan -Pretty In Black,,,,106,1
BAGeL Radio,A,Siouxsie & The Banshees,Love In A Void -At The BBC,,,,177,2
BAGeL Radio,A,Haunted Hearts,Love Incognito -Initiation,,,,99,1
BAGeL Radio,A,Jack White,Love Interruption,,,,110,1
BAGeL Radio,A,The Goon Sax,Love Lost,,,,79,1
BAGeL Radio,A,Opossums,Love Machine -Opossums,,,,121,1
BAGeL Radio,A,The Beatles,Love Me Do,,,,112,1
BAGeL Radio,A,The Cult,Love Removal Machine -Electric,,,,158,1
BAGeL Radio,A,IDLES,Love Song,,,,90,1
BAGeL Radio,A,The Cure,Love Song,,,,101,1
BAGeL Radio,A,Death Valley Girls,Love Spell,,,,426,3
BAGeL Radio,A,Death Valley Girls,Love Spell -Glow In The Dark,,,,186,1
BAGeL Radio,A,The Secret History,Love Theme (from The World That Never Was) -The World That Never Was,,,,179,1
BAGeL Radio,A,matt pond PA,Love To Get Used,,,,80,1
BAGeL Radio,A,Communiqué,Love Unconditional,,,,163,1
BAGeL Radio,A,Joy Division,Love Will Tear Us Apart -Love Will Tear Us Apart (single),,,,108,1
BAGeL Radio,A,Sebadoh,Love You Here,,,,176,1
BAGeL Radio,A,The Buzzcocks,Love You More,,,,73,1
BAGeL Radio,A,Ezra Furman,Love You So Bad,,,,437,5
BAGeL Radio,A,Ezra Furman,Love You So Bad -Transangelic Exodus,,,,290,2
BAGeL Radio,A,Moonface,Love the House You're In,,,,158,1
BAGeL Radio,A,The Monkees,Love to Love -Good Times!,,,,78,1
BAGeL Radio,A,Django Django,Love's Dart,,,,139,1
BAGeL Radio,A,Noun,Loveblood -Throw Your Body On The Gears and Stop The Machine With Your Blood,,,,85,1
BAGeL Radio,A,Bright Eyes,Lover I Don't Have To Love,,,,115,1
BAGeL Radio,A,Is Tropical,Lover's Cave -I'm Leaving,,,,95,1
BAGeL Radio,A,North Elementary,Lovesday Dead Down,,,,81,1
BAGeL Radio,A,The Dead-On,Lovesick -Lovesick (single),,,,99,1
BAGeL Radio,A,Run Dan Run,Lovesick Animal -Normal,,,,148,1
BAGeL Radio,A,Micachu And The Shapes,Low Dogg,,,,52,1
BAGeL Radio,A,Geese,Low Era (Radio Edit),,,,1078,10
BAGeL Radio,A,Projector,Low Era (Radio Edit)  - Geese,,,,419,3
BAGeL Radio,A,Geese,Low Era (Radio Edit) -Projector,,,,1117,10
BAGeL Radio,A,Statuesque,Low Expectations,,,,77,1
BAGeL Radio,A,The Living Eyes,Low Life -Living Large,,,,97,1
BAGeL Radio,A,Tom Waits,LowDown,,,,117,1
BAGeL Radio,A,Speedy Ortiz,Lucky 88,,,,158,2
BAGeL Radio,A,Lene Lovich,Lucky Number,,,,137,1
BAGeL Radio,A,Gigolo Aunts,Lullaby,,,,316,2
BAGeL Radio,A,The Cure,Lullaby,,,,109,1
BAGeL Radio,A,Fear Of Men,Luna -Loom,,,,173,1
BAGeL Radio,A,Possible Humans,Lung of the City -Everybody Split,,,,236,2
BAGeL Radio,A,Nude Pop,Lurker -Splintered Selves,,,,152,1
BAGeL Radio,A,Bryan Minus & The Disconnect,Lust -Lust,,,,73,1
BAGeL Radio,A,Galore,Lydia,,,,381,3
BAGeL Radio,A,Galore,Lydia -Galore,,,,168,1
BAGeL Radio,A,Fake Fruit,Lying Legal Horror Lawyers -Fake Fruit,,,,85,1
BAGeL Radio,A,Youth Knows No Pain,Lykke Li-Wounded Rhymes,,,,89,1
BAGeL Radio,A,Moggs,Lynbrook,,,,87,1
BAGeL Radio,A,Billy Bragg,M For Me,,,,109,1
BAGeL Radio,A,Faunts,M4 (Radio Edit),,,,86,1
BAGeL Radio,A,Sports Team,M5 ,,,,171,1
BAGeL Radio,A,Get Set Go,MCA,,,,157,1
BAGeL Radio,A,Anomie Belle,Machine (Featuring Mr Lif) -The Crush,,,,103,1
BAGeL Radio,A,Wrangler,Machines Designed (To Eat You Up),,,,96,1
BAGeL Radio,A,The Chameleons,Mad Jack,,,,82,1
BAGeL Radio,A,The Chameleons,Mad Jack -Strange Times,,,,120,1
BAGeL Radio,A,Tears For Fears,Mad World,,,,139,1
BAGeL Radio,A,Tears For Fears,Mad World -The Hurting,,,,245,2
BAGeL Radio,A,Jaill,Madness -Traps,,,,52,1
BAGeL Radio,A,TRAITRS,Magdalene,,,,1105,9
BAGeL Radio,A,Horses In The Abattoir,Magdalene  - TRAITRS,,,,485,3
BAGeL Radio,A,TRAITRS,Magdalene -Horses In The Abattoir,,,,1109,9
BAGeL Radio,A,Girls,Magic,,,,64,1
BAGeL Radio,A,Dry Cleaning,Magic Of Meghan,,,,78,1
BAGeL Radio,A,CUP,Magic Planet,,,,69,1
BAGeL Radio,A,CUP,Magic Planet -Jitter Visions,,,,91,1
BAGeL Radio,A,The Open Mind,Magic Potion,,,,145,1
BAGeL Radio,A,Kiwi Jr.,Maid Marian's Toast,,,,39,1
BAGeL Radio,A,Roya,Mailman -Roya,,,,178,1
BAGeL Radio,A,The Hives,Main Offender -Veni Vidi Vicious,,,,65,1
BAGeL Radio,A,Hurricane Bells,Make A Deal With The City -Down Comes The Rain,,,,151,1
BAGeL Radio,A,The Coathangers,Make It Right -Nosebleed Weekend,,,,564,4
BAGeL Radio,A,White Reaper,Make Me Wanna Die,,,,218,2
BAGeL Radio,A,White Reaper,Make Me Wanna Die -White Reaper Does It Again,,,,115,1
BAGeL Radio,A,Love Is All,Make Out Fall Out Make Up,,,,50,1
BAGeL Radio,A,Hüsker Dü,Makes No Sense At All,,,,130,1
BAGeL Radio,A,Mister Heavenly,Makin' Excuses,,,,142,1
BAGeL Radio,A,XTC,Making Plans for Nigel,,,,118,1
BAGeL Radio,A,Guided By Voices,Males of Wormwood Mars -Cool Planet,,,,198,1
BAGeL Radio,A,Spiral Stairs,Maltese T -The Real Feel,,,,126,1
BAGeL Radio,A,Stephen Malkmus & The Jicks,Mama -Face The Truth,,,,128,1
BAGeL Radio,A,Wild Wing,Mama's Got a Brand New Bag,,,,59,1
BAGeL Radio,A,Clap Your Hands Say Yeah,"Mama, Won't You Keep Those Castles In The Air & Burning?",,,,190,1
BAGeL Radio,A,Cult Of Youth,Man And Man's Ruin,,,,141,1
BAGeL Radio,A,Guided By Voices,Man Called Blunder,,,,77,1
BAGeL Radio,A,Jagwar Ma,Man I Need -Howlin,,,,115,1
BAGeL Radio,A,Broadcast,Man Is Not A Bird -Haha Sound,,,,183,1
BAGeL Radio,A,Eric Bachmann,Man O' War -To The Races,,,,213,1
BAGeL Radio,A,R.E.M.,Man On The Moon,,,,151,1
BAGeL Radio,A,Bottle Episode,"Mandy, Indiana-...EP",,,,628,6
BAGeL Radio,A,Nike of Samothrace,"Mandy, Indiana-...EP",,,,550,5
BAGeL Radio,A,Port Juvee,Mania -Crimewave,,,,204,2
BAGeL Radio,A,Miguel Mendez,Maniac Psycho,,,,252,2
BAGeL Radio,A,Sprints,Manifesto,,,,1132,11
BAGeL Radio,A,Manifesto [EP],Manifesto  - Sprints,,,,577,4
BAGeL Radio,A,Sprints,Manifesto -Manifesto [EP],,,,962,8
BAGeL Radio,A,Wire,Mannequin -Pink Flag,,,,45,1
BAGeL Radio,A,Chastity,Manning Hill -TAPE,,,,182,2
BAGeL Radio,A,Yeah Yeah Yeahs,Maps,,,,218,2
BAGeL Radio,A,Yeah Yeah Yeahs,Maps -Fever to Tell,,,,139,1
BAGeL Radio,A,Muuy Biien,Mara,,,,189,2
BAGeL Radio,A,Muuy Biien,Mara -Age Of Uncertainty,,,,206,2
BAGeL Radio,A,Parquet Courts,Marathon of Anger (tedit),,,,1088,9
BAGeL Radio,A,Parquet Courts,Marathon of Anger (tedit) -Sympathy for Life,,,,789,6
BAGeL Radio,A,The Alarm,Marching On,,,,95,1
BAGeL Radio,A,Parquet Courts,Mardi Gras Beads,,,,97,1
BAGeL Radio,A,Parquet Courts,Mardi Gras Beads -Wide Awake!,,,,132,1
BAGeL Radio,A,Desaparecidos,MariKKKopa,,,,185,2
BAGeL Radio,A,[the] caseworker,Markievicz's Walls -When I Was A Young King,,,,102,1
BAGeL Radio,A,Tut Tut,Marquee (KC's Theme),,,,75,1
BAGeL Radio,A,Human Television,Mars Red Rust,,,,144,1
BAGeL Radio,A,The Beths,"Mars, the God of War",,,,91,1
BAGeL Radio,A,Scissors For Lefty,Marsha -Underhanded Romance,,,,87,1
BAGeL Radio,A,End Of The Bar,Martin Frawley-Undone At 31,,,,103,1
BAGeL Radio,A,Shannon And The Clams,Mary Don't Go,,,,385,3
BAGeL Radio,A,Year Of The Spider,Mary Don't Go  - Shannon And The Clams,,,,385,3
BAGeL Radio,A,Shannon And The Clams,Mary Don't Go -Year Of The Spider,,,,1010,8
BAGeL Radio,A,The Shandels,Mary Mary,,,,390,3
BAGeL Radio,A,The Monkees,"Mary, Mary [Stereo Mix]",,,,264,2
BAGeL Radio,A,The Monkees,"Mary, Mary [Stereo Mix] -More Of The Monkees [Super Deluxe Edition]",,,,54,1
BAGeL Radio,A,Edie Sedgwick,Mary-Kate Olsen,,,,107,1
BAGeL Radio,A,Small Feet,Masquerade -With Psychic Powers,,,,178,1
BAGeL Radio,A,The Barbs,Massive Crush -Massive Crush,,,,73,1
BAGeL Radio,A,Depeche Mode,Master And Servant,,,,75,1
BAGeL Radio,A,Laura Marling,Master Hunter,,,,155,1
BAGeL Radio,A,Squid,Match Bet,,,,119,1
BAGeL Radio,A,The First Time,Matt Kivel-Days of Being Wild,,,,48,1
BAGeL Radio,A,Seesaw,Matt Lutz-Matt Lutz,,,,59,1
BAGeL Radio,A,Seesaw,Matt Lutz-Seesaw,,,,104,1
BAGeL Radio,A,Subterranean Shut-in Blues,Mattiel-QUARANTUNES: Songs From Self&#8203;-&#8203;Isolation #1,,,,378,4
BAGeL Radio,A,Subterranean Shut-in Blues,Mattiel-QUARANTUNES: Songs From Self​-​Isolation #1,,,,276,4
BAGeL Radio,A,Rescue You,Mattiel-Satis Factory,,,,95,1
BAGeL Radio,A,Mannequin Men,Mattress -Fresh Rot,,,,127,1
BAGeL Radio,A,The Otherside,Maybe I'm Right,,,,123,1
BAGeL Radio,A,Mozes and the Firstborn,Mayday -Great Pile Of Nothing,,,,231,2
BAGeL Radio,A,Mitski,Me And My Husband,,,,101,1
BAGeL Radio,A,Ben Kweller,Mean to Me,,,,81,1
BAGeL Radio,A,Hot Patootie &#8211; Bless My Soul,Meat Loaf-The Rocky Horror Picture Show,,,,378,4
BAGeL Radio,A,Hot Patootie – Bless My Soul,Meat Loaf-The Rocky Horror Picture Show,,,,301,4
BAGeL Radio,A,Sebadoh,Medicate -Act Surprised,,,,118,1
BAGeL Radio,A,Holograms,Meditations -Forever,,,,116,1
BAGeL Radio,A,IDLES,Meds,,,,578,5
BAGeL Radio,A,CRAWLER,Meds  - IDLES,,,,629,4
BAGeL Radio,A,IDLES,Meds -CRAWLER,,,,734,6
BAGeL Radio,A,Sebastien Grainger,Meet New Friends,,,,126,1
BAGeL Radio,A,Thee Oh Sees,Mega-feast -Warm Slime,,,,591,4
BAGeL Radio,A,Ghost King,Melting Sky,,,,119,1
BAGeL Radio,A,Ghost King,Melting Sky -Melting Sky/Inside Out,,,,181,2
BAGeL Radio,A,Mimicking Birds,Memorabilia,,,,120,1
BAGeL Radio,A,Alex G,Memory -Trick,,,,157,1
BAGeL Radio,A,Violent Femmes,Memory -We Can Do Anything,,,,96,1
BAGeL Radio,A,Warhaus,Memory -We Fucked A Flame Into Being,,,,68,1
BAGeL Radio,A,Eddy Current Suppression Ring,Memory Lane,,,,99,1
BAGeL Radio,A,Think Tree,Memory Protect -Eight/Thirteen,,,,100,1
BAGeL Radio,A,Vertical Scratchers,Memory Shards,,,,134,1
BAGeL Radio,A,Tacocat,Men Explain Things to Me -Lost Time,,,,208,2
BAGeL Radio,A,The Cribs,"Men's Needs -Men's Needs, Women's Needs, Whatever",,,,152,1
BAGeL Radio,A,Spoon,Merchants Of Soul,,,,110,1
BAGeL Radio,A,"Holler, Wild Rose!",Mercy Beat,,,,206,1
BAGeL Radio,A,Airiel,Mermaid In A Manhole,,,,155,1
BAGeL Radio,A,The Pretenders,Message Of Love -Pretenders II,,,,107,1
BAGeL Radio,A,Teenage Fanclub,Metal Baby -Bandwagonesque,,,,132,1
BAGeL Radio,A,The Happy Hollows,Meteors,,,,133,1
BAGeL Radio,A,Mark Lanegan Band,Methamphetamine Blues,,,,331,2
BAGeL Radio,A,Cold War Kids,Mexican Dogs,,,,89,1
BAGeL Radio,A,Wall Of Voodoo,Mexican Radio -Call of the West,,,,99,1
BAGeL Radio,A,Mueran Humanos,Mi Auto -Miseress,,,,111,1
BAGeL Radio,A,Politic! (Radio Edit),Michelle Blades-Visitor,,,,69,1
BAGeL Radio,A,Stephen Malkmus & The Jicks,Middle America,,,,107,1
BAGeL Radio,A,Stephen Malkmus & The Jicks,Middle America -Sparkle Hard,,,,178,1
BAGeL Radio,A,Yuck,Middle Sea -Glow & Behold,,,,118,1
BAGeL Radio,A,Skegss,Midnight Eyes,,,,248,2
BAGeL Radio,A,The Kindness Kind,Midnight Flights -A Novel,,,,132,1
BAGeL Radio,A,Guardian Singles,Midnight Swim,,,,714,6
BAGeL Radio,A,Guardian Singles,Midnight Swim  - Guardian Singles,,,,562,4
BAGeL Radio,A,Guardian Singles,Midnight Swim -Guardian Singles,,,,1036,8
BAGeL Radio,A,Mattiel,Midwest Hotel -Customer Copy [EP],,,,98,1
BAGeL Radio,A,Dawn 5,Mike's Bag -Necessary Evil b/w Mike's Bag,,,,395,3
BAGeL Radio,A,Teenanger,Mild Survival -E P L P,,,,144,1
BAGeL Radio,A,The Dead Weather,Mile Markers -Dodge and Burn,,,,157,1
BAGeL Radio,A,Theme Park,Milk,,,,116,1
BAGeL Radio,A,Deerhoof,Milk Man -Milk Man,,,,191,1
BAGeL Radio,A,Death Cab for Cutie,Million Dollar Loan -30 Days 30 Songs,,,,245,2
BAGeL Radio,A,War Tapes,Mind Is Ugly,,,,106,1
BAGeL Radio,A,Buffalo Tom,Mineral,,,,149,1
BAGeL Radio,A,Buffalo Tom,Mineral -Let Me Come Over,,,,182,1
BAGeL Radio,A,Braids,Miniskirt,,,,194,2
BAGeL Radio,A,Braids,Miniskirt -Deep In the Iris,,,,137,1
BAGeL Radio,A,Minor Threat,Minor Threat,,,,92,1
BAGeL Radio,A,The Drums,Mirror,,,,136,1
BAGeL Radio,A,The English Beat,Mirror In The Bathroom,,,,59,1
BAGeL Radio,A,Poptone,Mirror People -Poptone,,,,143,1
BAGeL Radio,A,Blonde Redhead,Misery Is a Butterfly,,,,347,3
BAGeL Radio,A,Blonde Redhead,Misery Is a Butterfly -Misery Is a Butterfly,,,,125,1
BAGeL Radio,A,The Dears,Missiles,,,,177,1
BAGeL Radio,A,Destination Unknown,Missing Persons-Spring Session M,,,,468,4
BAGeL Radio,A,Progress,Mission of Burma-Vs.,,,,74,1
BAGeL Radio,A,King Creosote,Missionary,,,,60,1
BAGeL Radio,A,The National,Mistaken For Strangers -Boxer,,,,113,1
BAGeL Radio,A,EELS,Mistakes,,,,122,1
BAGeL Radio,A,Ex-Cult,Mister Investigator -Negative Growth,,,,261,2
BAGeL Radio,A,IDLES,Model Village,,,,151,1
BAGeL Radio,A,The Black Lips,Modern Art -Arabia Mountain,,,,101,1
BAGeL Radio,A,Protomartyr,Modern Business Hymns,,,,115,1
BAGeL Radio,A,Ungdomskulen,Modern Drummer -Cry-Baby,,,,115,1
BAGeL Radio,A,The Exploding Hearts,Modern Kicks,,,,101,1
BAGeL Radio,A,U2,Mofo -Pop,,,,115,1
BAGeL Radio,A,The Girls,Molecules Are Chinese Girls -Zebra Jeans EP,,,,106,1
BAGeL Radio,A,PyPy,Molly,,,,144,1
BAGeL Radio,A,Kings Of Leon,Molly's Chambers,,,,120,1
BAGeL Radio,A,The Misfits,"Mommy, Can I Go Out And Kill Tonight?",,,,42,1
BAGeL Radio,A,La Femme,Mon ami,,,,285,2
BAGeL Radio,A,Women Of The Night,Money,,,,720,7
BAGeL Radio,A,Sub Rosa,Money  - Women Of The Night,,,,479,3
BAGeL Radio,A,Widowspeak,Money (tedit) -Plum,,,,114,1
BAGeL Radio,A,Women Of The Night,Money -Sub Rosa,,,,596,6
BAGeL Radio,A,Spinning Coin,Money For Breakfast -Permo,,,,91,1
BAGeL Radio,A,Siouxsie & the Banshees,Monitor -Juju,,,,148,1
BAGeL Radio,A,Pampers,Monkey Drip -Pampers,,,,82,1
BAGeL Radio,A,Pixies,Monkey Gone To Heaven,,,,95,1
BAGeL Radio,A,Pixies,Monkey Gone To Heaven -Doolittle,,,,228,2
BAGeL Radio,A,Fred Schneider,Monster -Fred Schneider & The Shake Society,,,,103,1
